term_36m,term_60m,grade_n,sub_grade_n,revol_util_n,int_rate_n,installment_n,tot_hi_cred_lim_n,emp_length_n,dti_n,avg_cur_bal_n,all_util_n,acc_open_past_24mths_n,annual_inc_n,loan_amnt_n,cover,Outcome
0,1,6,65,14.2,12.12,557.63,-1.0,8.0,7.81,-1,100,2,73000.0,25000,2.92,0
0,1,3,35,68.1,22.4,945.4,331191.0,2.0,21.04,40322,100,3,85000.0,33950,2.50368188512518,0
1,0,5,53,21.0,14.46,460.98,320368.0,10.0,24.57,9698,87,8,58000.0,13400,4.32835820895522,0
1,0,7,77,13.4,7.07,92.73,35898.0,5.0,11.93,1003,28,6,35000.0,3000,11.6666666666667,0
1,0,4,41,72.8,19.99,567.6,50199.0,10.0,17.7,5323,64,2,65500.0,15275,4.28805237315876,1
1,0,5,53,55.4,14.99,207.97,42164.0,10.0,26.78,2140,56,6,80000.0,6000,13.3333333333333,0
1,0,4,49,81.7,16.29,211.81,81232.0,2.0,16.0,10868,86,6,60000.0,6000,10.0,1
1,0,7,71,27.7,7.97,1252.91,677115.0,10.0,15.02,52545,28,7,150000.0,40000,3.75,0
1,0,4,49,42.9,17.56,279.38,78895.0,5.0,22.97,3252,100,10,42000.0,7775,5.40192926045016,0
1,0,7,77,24.4,6.08,152.3,396004.0,4.0,11.91,21608,78,6,92500.0,5000,18.5,0
1,0,3,39,79.2,19.99,221.1,131735.0,10.0,22.02,9854,100,4,32000.0,5950,5.3781512605042,0
1,0,4,49,89.8,17.76,100.89,50690.0,10.0,20.81,6295,100,2,70000.0,2800,25.0,0
1,0,4,47,44.9,17.99,108.45,121213.0,4.0,2.55,17066,105,5,40000.0,3000,13.3333333333333,0
1,0,5,53,68.7,14.31,686.57,166680.0,6.0,37.38,5859,100,6,100000.0,20000,5.0,0
1,0,6,69,5.2,9.43,1280.01,374650.0,10.0,0.93,51298,5,0,175000.0,40000,4.375,0
1,0,6,67,93.4,9.16,172.13,32488.0,0.5,3.96,2182,60,5,175000.0,5400,32.4074074074074,0
1,0,5,55,62.7,13.66,739.78,78663.0,5.0,21.54,4762,100,8,80000.0,21750,3.67816091954023,0
1,0,6,61,27.8,11.47,824.05,541887.0,3.0,9.04,49472,41,3,100000.0,25000,4.0,0
1,0,5,55,68.2,13.66,510.2,403361.0,8.0,3.95,62291,100,3,398000.0,15000,26.5333333333333,0
1,0,5,51,27.1,14.99,95.32,35336.0,4.0,3.6,3580,100,4,112455.0,2750,40.8927272727273,0
1,0,1,19,50.2,25.8,315.45,34628.0,1.0,22.62,3770,100,6,40000.0,7850,5.09554140127389,0
1,0,4,43,22.5,17.57,459.1,43522.0,8.0,13.86,2288,100,8,102000.0,12775,7.98434442270059,0
1,0,3,31,88.0,16.95,356.27,-1.0,3.0,11.18,-1,100,-1,60000.0,10000,6.0,0
0,1,3,33,36.7,20.99,270.48,106290.0,7.0,22.46,7381,100,3,75000.0,10000,7.5,0
1,0,2,23,23.0,24.99,743.41,8100.0,10.0,0.83,467,100,2,55000.0,18700,2.94117647058824,0
1,0,5,59,90.8,12.99,235.83,-1.0,1.0,22.06,-1,100,-1,55000.0,7000,7.85714285714286,0
1,0,6,69,34.5,9.91,270.69,-1.0,0.5,2.38,-1,100,-1,75000.0,8400,8.92857142857143,0
1,0,5,55,13.7,13.33,1184.86,293287.0,3.0,22.41,11389,100,8,217000.0,35000,6.2,0
1,0,5,53,39.0,13.99,306.71,38526.0,3.0,12.01,2197,100,3,120000.0,8975,13.3704735376045,0
1,0,7,75,9.4,8.0,156.69,-1.0,9.0,17.84,-1,100,-1,45000.0,5000,9.0,0
1,0,4,41,86.4,17.86,276.03,249866.0,0.0,36.63,19944,100,6,76500.0,7650,10.0,0
1,0,6,65,47.3,12.12,440.85,-1.0,2.0,11.21,-1,100,7,35000.0,13250,2.64150943396226,0
1,0,7,75,37.4,7.24,278.89,164279.0,0.5,29.45,7830,41,4,70000.0,9000,7.77777777777778,0
1,0,3,37,60.4,21.48,246.5,119735.0,10.0,15.43,5233,100,2,89000.0,6500,13.6923076923077,0
1,0,1,19,34.1,25.8,379.75,5200.0,3.0,1.58,296,100,5,60000.0,9450,6.34920634920635,0
1,0,6,61,20.2,11.49,659.43,98837.0,0.5,16.3,908,20,9,80000.0,20000,4.0,0
0,1,1,15,65.5,25.89,492.95,57147.0,8.0,15.09,5262,100,4,79200.0,16500,4.8,1
0,1,2,23,10.8,25.09,355.06,81057.0,2.0,27.57,5012,62,7,42000.0,12075,3.47826086956522,0
1,0,5,57,43.8,13.49,1092.57,63125.0,10.0,14.77,1880,51,4,85000.0,32200,2.63975155279503,1
1,0,5,55,41.5,13.99,170.87,56955.0,5.0,24.89,3007,74,7,50000.0,5000,10.0,0
1,0,5,57,45.6,12.99,926.46,197520.0,2.0,20.57,7140,100,9,86000.0,27500,3.12727272727273,0
1,0,4,47,19.0,16.55,1201.94,314906.0,4.0,9.99,26659,100,7,116000.0,33925,3.41930729550479,0
1,0,4,49,81.9,15.61,335.67,54392.0,2.0,16.92,3768,100,7,30000.0,9600,3.125,0
1,0,2,27,45.3,22.99,171.27,23031.0,1.0,5.67,4433,100,5,92000.0,4425,20.7909604519774,0
1,0,2,21,88.7,26.57,243.57,36599.0,1.0,16.98,3111,94,7,40000.0,6000,6.66666666666667,1
1,0,7,77,7.3,6.24,152.66,229550.0,2.0,0.92,27113,100,1,85000.0,5000,17.0,0
1,0,6,69,18.8,8.24,628.95,48150.0,10.0,6.25,3238,40,2,200000.0,20000,10.0,0
0,1,6,65,0.0,12.12,437.19,-1.0,4.0,17.86,-1,100,1,50000.0,19600,2.55102040816327,0
0,1,2,25,84.1,23.63,453.29,11578.0,10.0,6.91,547,100,1,90000.0,15875,5.66929133858268,1
0,1,1,19,83.9,25.8,298.23,7300.0,7.0,7.3,2041,100,2,50000.0,10000,5.0,1
1,0,6,65,7.1,9.99,645.25,123100.0,3.0,3.45,624,100,3,100000.0,20000,5.0,0
0,1,3,31,3.0,22.45,334.51,693300.0,10.0,1.32,68803,100,6,70000.0,12000,5.83333333333333,0
1,0,7,75,41.4,7.62,249.3,-1.0,2.0,11.0,-1,100,2,30000.0,8000,3.75,0
1,0,5,59,33.4,13.98,683.36,36239.0,0.5,3.93,916,100,2,160000.0,20000,8.0,0
1,0,5,57,38.0,12.84,840.45,-1.0,10.0,5.52,-1,100,-1,104000.0,25000,4.16,0
0,1,6,65,88.7,11.71,206.07,-1.0,4.0,27.99,-1,100,-1,46000.0,9325,4.93297587131367,0
1,0,4,47,60.4,17.27,429.45,63558.0,10.0,32.37,10074,45,1,40000.0,12000,3.33333333333333,1
1,0,2,27,88.9,22.99,219.65,105735.0,3.0,37.56,7934,100,5,40000.0,5675,7.04845814977974,0
0,1,4,45,59.2,16.99,470.86,361638.0,7.0,32.89,21430,100,5,100000.0,18950,5.27704485488127,0
1,0,4,47,6.5,14.96,866.13,-1.0,7.0,0.47,-1,100,-1,92200.0,25000,3.688,0
1,0,5,59,56.6,12.73,335.67,-1.0,5.0,5.63,-1,100,-1,160000.0,10000,16.0,0
0,1,1,19,90.5,24.7,466.82,411265.0,8.0,11.0,44690,100,9,141000.0,16000,8.8125,0
1,0,5,55,39.5,15.8,525.88,-1.0,6.0,3.47,-1,100,4,38000.0,15000,2.53333333333333,0
1,0,6,61,11.8,12.21,666.3,-1.0,5.0,18.46,-1,100,-1,70000.0,20000,3.5,0
1,0,3,39,74.3,22.39,307.15,38569.0,1.0,26.95,2969,69,4,37000.0,8000,4.625,1
0,1,6,63,27.1,11.49,219.88,-1.0,2.0,6.7,-1,100,-1,60000.0,10000,6.0,0
1,0,4,47,20.2,16.55,280.78,44325.0,7.0,10.78,1047,100,5,55000.0,7925,6.94006309148265,0
1,0,6,67,14.3,9.51,800.95,-1.0,5.0,2.14,-1,100,-1,65000.0,25000,2.6,0
1,0,3,39,36.5,20.8,1127.18,742100.0,10.0,9.62,46558,100,3,200000.0,30000,6.66666666666667,0
1,0,4,47,75.9,16.55,425.16,135100.0,10.0,5.36,10572,100,1,60000.0,12000,5.0,0
1,0,5,55,51.9,13.99,1366.92,66298.0,9.0,10.82,4378,59,9,130000.0,40000,3.25,1
1,0,6,69,9.5,9.71,89.97,85000.0,4.0,2.06,1619,100,1,81000.0,2800,28.9285714285714,0
1,0,7,75,11.8,7.62,859.28,51900.0,10.0,2.55,1528,100,0,70000.0,27575,2.53853127833182,0
0,1,3,31,58.7,19.69,779.13,-1.0,0.0,4.65,-1,100,-1,110000.0,29600,3.71621621621622,0
0,1,1,15,50.4,25.89,495.94,175262.0,4.0,23.79,13167,100,9,50000.0,16600,3.01204819277108,0
1,0,6,69,41.0,9.44,224.04,70535.0,10.0,20.94,4055,41,3,60000.0,7000,8.57142857142857,0
1,0,6,67,8.5,9.17,765.1,176047.0,6.0,17.53,10253,100,1,65314.0,24000,2.72141666666667,0
0,1,1,13,67.2,30.94,1053.87,94497.0,10.0,28.76,2887,68,6,87000.0,32000,2.71875,1
1,0,5,51,23.9,14.65,827.87,36600.0,1.0,5.79,2242,100,2,105000.0,24000,4.375,0
1,0,7,75,1.6,6.99,370.48,-1.0,4.0,7.45,-1,100,-1,66500.0,12000,5.54166666666667,0
1,0,7,73,0.3,7.35,620.75,177200.0,10.0,1.02,11651,0,5,41376.0,20000,2.0688,0
1,0,5,59,50.1,14.33,721.11,273587.0,2.0,7.3,20786,100,6,200000.0,21000,9.52380952380952,0
1,0,5,59,62.8,12.68,201.25,-1.0,10.0,7.65,-1,100,-1,40000.0,6000,6.66666666666667,0
1,0,6,69,29.2,8.24,154.1,402989.0,2.0,20.97,18606,42,7,82000.0,4900,16.734693877551,0
1,0,2,29,0.8,22.99,144.18,64204.0,0.0,36.83,3145,100,2,12708.0,3725,3.41154362416107,0
1,0,7,73,44.0,7.26,371.96,159058.0,4.0,11.18,3354,100,4,225000.0,12000,18.75,0
0,1,2,29,94.0,22.95,477.35,20000.0,4.0,14.34,2241,100,1,43000.0,16950,2.53687315634218,1
0,1,5,59,50.9,13.23,571.78,-1.0,10.0,6.74,-1,100,-1,329000.0,25000,13.16,0
1,0,5,55,0.0,13.33,406.24,181370.0,10.0,24.16,86340,100,1,75000.0,12000,6.25,0
1,0,7,77,27.8,6.49,321.77,250306.0,5.0,7.41,20874,38,8,115000.0,10500,10.952380952381,0
1,0,6,65,39.5,11.39,197.55,124600.0,8.0,1.56,58995,40,0,69091.0,6000,11.5151666666667,0
1,0,6,65,46.4,10.37,486.62,-1.0,3.0,11.59,-1,100,-1,82000.0,15000,5.46666666666667,0
1,0,5,55,34.1,13.33,1184.86,225205.0,3.0,13.84,15194,100,5,100000.0,35000,2.85714285714286,0
1,0,7,73,15.0,7.39,341.62,380967.0,10.0,9.68,36013,51,4,120000.0,11000,10.9090909090909,0
0,1,1,11,58.9,28.99,683.12,130451.0,2.0,26.8,8255,100,5,120000.0,21525,5.57491289198606,1
1,0,7,77,16.5,6.62,153.52,-1.0,3.0,13.27,-1,100,9,17000.0,5000,3.4,0
1,0,4,43,27.5,19.52,295.36,46713.0,10.0,12.72,3531,100,4,82000.0,8000,10.25,0
1,0,7,75,67.3,7.51,258.22,-1.0,0.0,13.82,-1,100,-1,19630.68,8300,2.3651421686747,0
1,0,5,51,32.1,14.65,275.96,30682.0,0.5,12.4,7860,100,1,45000.0,8000,5.625,0
1,0,5,51,37.5,16.02,182.87,63210.0,2.0,10.02,6133,84,5,145000.0,5200,27.8846153846154,0
1,0,4,45,89.0,16.49,704.45,179200.0,10.0,2.17,40072,100,1,104000.0,19900,5.22613065326633,0
1,0,3,39,50.0,22.39,460.72,33926.0,8.0,22.37,1903,67,6,36000.0,12000,3.0,1
1,0,4,45,70.8,18.25,1269.73,420414.0,8.0,23.57,21858,71,4,110000.0,35000,3.14285714285714,0
1,0,5,57,12.4,12.88,201.82,54764.0,1.0,10.47,1713,34,7,48000.0,6000,8.0,0
1,0,6,69,22.8,9.44,320.05,49304.0,7.0,17.28,5361,65,4,65000.0,10000,6.5,0
1,0,7,71,28.8,7.89,438.0,148646.0,1.0,10.54,2795,62,12,183000.0,14000,13.0714285714286,0
1,0,6,61,62.5,11.53,395.89,189996.0,3.0,13.3,16632,100,2,65000.0,12000,5.41666666666667,0
1,0,5,57,10.3,12.99,107.81,47176.0,2.0,11.31,1651,28,2,27000.0,3200,8.4375,0
1,0,6,61,66.7,11.49,280.26,300588.0,6.0,13.04,22396,74,5,95000.0,8500,11.1764705882353,0
1,0,3,37,98.3,23.99,1372.97,31905.0,5.0,5.11,7485,94,2,183236.0,35000,5.23531428571429,1
0,1,3,35,80.1,19.42,916.03,-1.0,10.0,11.15,-1,100,-1,110000.0,35000,3.14285714285714,1
1,0,3,39,28.5,20.99,323.02,127711.0,8.0,37.65,5604,47,1,45000.0,8575,5.24781341107872,1
0,1,4,45,22.9,16.99,248.48,109392.0,0.0,34.7,3420,100,4,43023.24,10000,4.302324,0
0,1,4,41,58.6,18.24,464.54,222676.0,0.0,4.48,33892,100,1,60000.0,18200,3.2967032967033,0
1,0,4,45,19.7,18.25,181.39,49432.0,2.0,25.78,2958,100,5,25000.0,5000,5.0,0
1,0,4,41,28.8,17.86,252.58,55470.0,10.0,13.04,4396,100,9,60000.0,7000,8.57142857142857,0
1,0,3,35,54.8,19.99,1114.76,113344.0,7.0,34.2,3748,100,7,84000.0,30000,2.8,0
1,0,6,65,82.7,12.12,346.03,41300.0,4.0,30.87,6497,100,2,40000.0,10400,3.84615384615385,0
1,0,3,39,64.0,18.2,147.74,23514.0,3.0,7.66,4386,100,4,70000.0,4075,17.1779141104294,0
0,1,3,39,70.1,18.25,612.72,189980.0,10.0,24.64,15115,100,4,75000.0,24000,3.125,0
1,0,3,31,4.5,25.29,1197.41,135000.0,10.0,0.64,24543,5,2,60000.0,30000,2.0,0
1,0,7,71,46.3,8.9,666.82,-1.0,10.0,7.05,-1,100,0,100836.0,21000,4.80171428571429,0
1,0,2,23,83.6,24.99,129.21,12325.0,1.0,1.56,2311,100,5,120000.0,3250,36.9230769230769,0
0,1,5,59,51.1,12.74,542.89,197450.0,2.0,10.15,20272,45,3,150000.0,24000,6.25,0
1,0,7,73,62.8,7.49,68.43,423326.0,2.0,21.74,32499,69,4,81265.0,2200,36.9386363636364,0
1,0,5,53,11.7,14.49,584.22,43416.0,9.0,8.48,1822,29,3,100115.0,16975,5.89779086892489,0
1,0,5,59,-1.0,12.79,907.85,256880.0,0.0,17.73,41051,73,5,212000.0,27025,7.84458834412581,0
1,0,4,47,60.9,18.49,391.29,46725.0,8.0,7.74,6178,100,4,90120.0,10750,8.38325581395349,0
0,1,3,33,52.9,19.99,264.89,25353.0,3.0,20.13,3304,100,4,40000.0,10000,4.0,0
1,0,7,77,4.3,6.62,313.18,-1.0,4.0,11.01,-1,100,4,40000.0,10200,3.92156862745098,0
1,0,6,63,38.1,12.49,334.49,283560.0,1.0,17.12,16008,100,1,57000.0,10000,5.7,0
1,0,6,63,0.0,10.99,78.57,57500.0,10.0,29.45,3304,40,1,41000.0,2400,17.0833333333333,0
1,0,6,65,10.6,9.99,677.52,353870.0,0.5,10.32,17160,100,6,150000.0,21000,7.14285714285714,0
1,0,4,43,52.2,17.57,100.63,178409.0,5.0,13.64,19871,100,6,38000.0,2800,13.5714285714286,0
0,1,1,17,78.1,27.31,566.04,150852.0,10.0,8.89,22348,100,5,90000.0,18425,4.88466757123474,1
0,1,3,31,75.9,20.3,933.14,-1.0,10.0,12.82,-1,100,-1,140000.0,35000,4.0,1
1,0,7,73,12.1,7.9,375.49,-1.0,4.0,1.03,-1,100,-1,76000.0,12000,6.33333333333333,0
1,0,5,59,69.1,13.99,207.6,-1.0,10.0,18.33,-1,100,2,42000.0,6075,6.91358024691358,0
1,0,5,53,61.2,14.49,206.5,34419.0,3.0,18.28,3142,64,8,60000.0,6000,10.0,0
1,0,2,29,63.0,21.99,1336.49,377290.0,8.0,7.8,25894,100,6,250000.0,35000,7.14285714285714,0
1,0,6,67,83.7,11.14,820.13,-1.0,10.0,11.33,-1,100,3,235000.0,25000,9.4,0
1,0,4,45,33.4,16.99,1001.71,28300.0,5.0,3.47,2362,100,2,80000.0,28100,2.84697508896797,0
1,0,3,35,11.0,19.19,237.98,20480.0,2.0,22.27,5435,100,1,18000.0,6475,2.77992277992278,0
1,0,6,61,60.8,11.48,329.67,71589.0,2.0,8.28,9416,66,3,180000.0,10000,18.0,0
1,0,5,53,9.9,13.99,683.46,594792.0,10.0,20.95,31987,100,4,130000.0,20000,6.5,0
1,0,4,43,65.2,17.57,179.69,40183.0,6.0,18.86,4051,100,5,56000.0,5000,11.2,0
1,0,2,23,52.5,26.14,591.36,25017.0,2.0,18.89,2406,77,7,54000.0,14650,3.68600682593857,0
1,0,4,49,28.6,17.77,36.04,210722.0,6.0,4.32,29239,100,1,60000.0,1000,60.0,0
1,0,2,25,38.9,23.99,554.09,36232.0,1.0,12.15,4757,100,4,55000.0,14125,3.89380530973451,0
1,0,5,53,87.8,15.05,346.9,204600.0,4.0,15.13,32895,85,4,70000.0,10000,7.0,0
0,1,3,31,32.1,22.47,660.23,303178.0,8.0,12.39,11743,100,5,150000.0,23675,6.33579725448786,1
1,0,7,79,0.6,5.32,602.3,1413146.0,10.0,6.72,76551,10,9,350000.0,20000,17.5,0
0,1,2,27,86.8,23.28,992.31,469286.0,5.0,16.9,54375,100,1,120000.0,35000,3.42857142857143,0
1,0,5,53,36.3,14.31,171.65,59788.0,10.0,37.92,5332,100,4,30000.0,5000,6.0,0
1,0,6,67,0.0,10.75,815.52,-1.0,5.0,0.17,-1,100,-1,85000.0,25000,3.4,0
0,1,2,25,69.1,24.24,1011.77,597440.0,5.0,9.06,72298,94,4,190000.0,35000,5.42857142857143,0
1,0,7,79,63.1,5.32,752.87,549928.0,10.0,15.31,37436,54,2,200000.0,25000,8.0,0
0,1,4,41,23.0,15.57,240.91,-1.0,3.0,7.1,-1,100,-1,48000.0,10000,4.8,0
1,0,6,65,39.2,10.49,1299.91,303118.0,7.0,16.63,17592,58,6,200000.0,40000,5.0,0
1,0,2,27,80.6,24.08,1072.21,226723.0,9.0,16.8,17796,100,3,70000.0,27300,2.56410256410256,0
1,0,5,59,70.2,12.74,402.83,678006.0,10.0,19.82,37517,75,12,183000.0,12000,15.25,0
1,0,4,43,15.1,15.05,477.01,-1.0,0.5,17.96,-1,100,-1,30000.0,13750,2.18181818181818,0
1,0,4,41,72.9,17.86,761.34,46420.0,3.0,12.27,3515,100,2,66000.0,21100,3.12796208530806,0
0,1,3,39,36.5,22.39,367.51,55096.0,2.0,27.4,2973,70,3,30000.0,13200,2.27272727272727,1
1,0,7,71,63.3,8.9,571.56,-1.0,2.0,20.22,-1,100,2,175000.0,26500,6.60377358490566,0
1,0,3,39,72.2,20.5,773.64,42606.0,3.0,16.8,1769,100,8,65000.0,20675,3.14389359129383,0
1,0,4,43,79.2,18.55,218.58,-1.0,0.5,34.5,-1,100,5,60000.0,6000,10.0,0
0,1,3,39,19.0,18.2,510.69,142559.0,10.0,10.04,10278,100,2,127000.0,20025,6.34207240948814,0
1,0,2,25,55.0,24.5,1382.36,38882.0,6.0,8.75,4022,100,0,100000.0,35000,2.85714285714286,0
1,0,3,31,57.6,21.67,159.69,155674.0,6.0,25.97,24108,100,4,45000.0,4200,10.7142857142857,0
0,1,1,17,55.6,25.83,954.14,61585.0,8.0,13.76,3526,100,5,80000.0,31975,2.50195465207193,0
1,0,5,51,24.0,14.85,275.88,142641.0,1.0,19.76,9856,24,7,90000.0,7975,11.2852664576803,0
1,0,5,51,98.8,15.59,83.9,17250.0,1.0,6.48,2797,97,4,50000.0,2400,20.8333333333333,0
1,0,6,63,62.0,13.11,269.98,-1.0,1.0,11.72,-1,100,-1,50000.0,8000,6.25,0
1,0,6,63,20.3,11.49,329.72,-1.0,3.0,3.54,-1,100,-1,80000.0,10000,8.0,0
1,0,5,53,33.8,14.99,173.31,396877.0,4.0,2.38,64102,34,5,70000.0,5000,14.0,0
1,0,4,41,55.0,19.72,185.11,74268.0,10.0,8.49,3769,100,1,180000.0,5000,36.0,0
0,1,2,29,39.0,20.25,106.54,-1.0,3.0,5.52,-1,100,-1,40000.0,4000,10.0,0
1,0,5,53,17.4,15.05,1086.66,255055.0,2.0,9.87,14353,46,13,125000.0,31325,3.99042298483639,0
0,1,5,59,62.8,11.99,667.19,521613.0,2.0,12.15,68317,61,3,180000.0,30000,6.0,0
1,0,2,25,82.8,24.5,592.44,56711.0,10.0,20.16,6028,100,8,80000.0,15000,5.33333333333333,0
1,0,7,73,83.2,7.9,187.75,-1.0,10.0,18.18,-1,100,-1,40000.0,6000,6.66666666666667,0
1,0,4,41,38.0,17.86,317.53,30412.0,7.0,16.75,1623,100,11,47000.0,8800,5.34090909090909,0
0,1,5,53,11.9,14.49,399.9,44662.0,3.0,13.56,2343,58,4,71000.0,17000,4.17647058823529,0
0,1,3,31,43.2,17.88,633.21,-1.0,10.0,12.53,-1,100,-1,200000.0,25000,8.0,0
1,0,4,45,76.6,18.25,174.14,189442.0,0.5,28.03,11935,67,2,34900.0,4800,7.27083333333333,1
1,0,7,79,13.3,6.03,60.88,-1.0,0.0,5.65,-1,100,-1,24000.0,2000,12.0,0
1,0,4,43,61.7,19.52,147.68,184526.0,6.0,6.13,15466,100,3,45000.0,4000,11.25,0
0,1,6,65,29.4,12.12,780.68,-1.0,10.0,15.61,-1,100,3,110000.0,35000,3.14285714285714,0
1,0,4,41,25.2,19.53,1292.36,15900.0,0.5,1.53,1338,25,0,70000.0,35000,2.0,0
1,0,5,57,32.9,14.47,344.07,42800.0,1.0,5.33,2936,100,1,76800.0,10000,7.68,0
0,1,4,45,18.6,17.27,274.98,26400.0,2.0,3.79,409,19,5,69000.0,11000,6.27272727272727,0
1,0,6,67,26.4,10.99,360.08,359462.0,10.0,24.43,21452,100,5,56000.0,11000,5.09090909090909,0
1,0,4,47,61.2,18.49,718.88,58404.0,2.0,14.5,6778,100,0,50000.0,19750,2.53164556962025,0
1,0,6,61,12.2,11.49,494.57,45500.0,8.0,6.6,1807,32,2,70000.0,15000,4.66666666666667,0
1,0,4,43,27.5,17.57,431.25,174287.0,2.0,3.82,11629,100,2,170000.0,12000,14.1666666666667,0
0,1,3,35,46.3,21.18,1086.19,292827.0,10.0,27.1,8910,59,9,135000.0,40000,3.375,1
1,0,3,33,72.0,21.99,406.68,36675.0,5.0,18.29,2225,100,4,54000.0,10650,5.07042253521127,0
1,0,6,69,3.1,8.99,96.19,213147.0,2.0,26.8,13345,27,5,45000.0,3025,14.8760330578512,0
1,0,6,61,43.5,14.09,205.33,18840.0,0.5,12.14,1675,100,6,35000.0,6000,5.83333333333333,0
1,0,1,19,48.7,25.8,751.45,118700.0,4.0,8.42,6570,100,6,55000.0,18700,2.94117647058824,0
1,0,6,65,54.2,10.37,194.65,-1.0,3.0,7.29,-1,100,-1,39000.0,6000,6.5,0
1,0,4,45,56.7,16.99,534.72,52597.0,10.0,14.17,5095,100,7,70000.0,15000,4.66666666666667,0
1,0,4,41,69.0,17.86,1082.47,138609.0,8.0,9.59,10073,100,4,520000.0,30000,17.3333333333333,0
1,0,5,51,56.1,17.27,214.73,42041.0,2.0,13.15,7450,100,1,45000.0,6000,7.5,0
1,0,2,27,0.0,24.08,227.8,58279.0,10.0,12.94,14158,100,8,100000.0,5800,17.2413793103448,0
1,0,3,33,30.2,20.99,961.53,470480.0,7.0,17.57,40718,100,9,140000.0,25525,5.48481880509305,0
1,0,5,51,54.9,16.78,675.33,13900.0,10.0,5.5,1526,100,2,53000.0,19000,2.78947368421053,0
1,0,4,49,17.1,16.59,144.46,56104.0,0.5,8.92,6039,100,7,65000.0,4075,15.9509202453988,0
1,0,4,49,88.7,14.09,205.33,-1.0,10.0,24.91,-1,100,-1,45000.0,6000,7.5,0
1,0,6,61,37.8,13.67,748.39,-1.0,7.0,18.81,-1,100,1,70000.0,22000,3.18181818181818,0
1,0,5,59,5.8,13.65,675.91,9800.0,3.0,0.68,142,100,3,87722.0,19875,4.4136855345912,0
1,0,3,31,0.4,26.24,206.14,4900.0,3.0,0.51,4,0,3,45000.0,5100,8.82352941176471,0
1,0,3,37,55.1,22.35,395.23,110755.0,0.0,47.27,3087,47,1,52000.0,10300,5.04854368932039,1
1,0,6,63,45.3,10.99,328.98,178826.0,10.0,31.25,15386,100,3,52000.0,10050,5.17412935323383,0
1,0,4,43,82.8,17.14,214.34,65641.0,4.0,28.45,3500,100,5,37000.0,6000,6.16666666666667,0
0,1,4,49,20.9,16.99,993.89,274770.0,8.0,22.74,26794,52,5,92500.0,40000,2.3125,0
1,0,4,43,34.2,17.57,323.44,17716.0,3.0,9.01,1255,100,1,45000.0,9000,5.0,0
1,0,2,27,88.0,18.43,363.7,-1.0,8.0,21.85,-1,100,-1,135000.0,10000,13.5,0
0,1,4,43,53.9,17.57,402.57,296125.0,10.0,24.91,17019,100,10,99828.0,16000,6.23925,1
1,0,5,51,54.9,14.99,173.31,32893.0,8.0,13.99,3312,100,6,50000.0,5000,10.0,0
0,1,2,29,81.5,28.72,681.95,77030.0,1.0,15.23,17489,80,3,35000.0,21600,1.62037037037037,1
1,0,4,47,10.9,18.55,364.29,12600.0,9.0,3.05,196,100,7,55000.0,10000,5.5,0
0,1,1,17,87.4,25.83,1044.4,342428.0,1.0,27.0,16495,100,3,110000.0,35000,3.14285714285714,1
0,1,7,71,9.8,7.89,388.3,462681.0,4.0,19.47,19040,42,7,108500.0,19200,5.65104166666667,0
1,0,4,45,89.0,19.42,982.56,162570.0,10.0,27.98,10627,89,3,175000.0,26650,6.56660412757974,1
1,0,6,67,65.7,10.25,518.16,-1.0,10.0,4.61,-1,100,-1,600000.0,16000,37.5,0
0,1,4,45,71.3,16.99,248.48,49158.0,2.0,18.69,9425,100,0,45000.0,10000,4.5,1
1,0,5,59,30.1,12.62,938.32,40200.0,9.0,7.4,2161,38,4,95000.0,28000,3.39285714285714,1
1,0,4,41,36.2,19.47,66.41,208037.0,0.5,19.61,13486,100,4,70000.0,1800,38.8888888888889,0
0,1,2,29,6.5,21.99,438.36,197400.0,10.0,1.76,255,100,8,85000.0,15875,5.35433070866142,0
1,0,3,35,6.0,23.32,346.98,73555.0,0.5,10.27,945,6,8,50000.0,8925,5.60224089635854,0
1,0,4,45,47.3,18.25,584.08,11700.0,0.5,5.23,922,47,5,37200.0,16100,2.31055900621118,1
1,0,6,63,36.7,10.75,195.73,32953.0,3.0,5.52,1067,26,2,130000.0,6000,21.6666666666667,0
0,1,4,41,24.0,19.47,200.43,101642.0,3.0,14.51,4129,100,4,46500.0,7650,6.07843137254902,0
1,0,6,65,4.6,10.42,324.65,133123.0,10.0,13.71,11214,16,1,48300.0,10000,4.83,0
1,0,5,55,45.6,13.33,812.48,183798.0,4.0,10.59,9564,100,15,70000.0,24000,2.91666666666667,0
1,0,6,61,24.0,11.47,527.39,67300.0,3.0,19.58,4254,70,3,70000.0,16000,4.375,0
1,0,1,17,64.9,28.88,439.33,155499.0,10.0,11.01,23040,95,3,52000.0,10500,4.95238095238095,1
0,1,1,17,69.5,25.83,446.11,147982.0,10.0,15.35,11507,100,4,52000.0,14950,3.47826086956522,0
0,1,1,17,52.9,25.83,446.86,7900.0,10.0,4.1,696,100,5,55000.0,14975,3.67278797996661,0
1,0,7,77,23.9,6.62,429.86,-1.0,10.0,4.79,-1,100,-1,122700.0,14000,8.76428571428571,0
1,0,4,41,34.2,19.99,557.38,36945.0,10.0,13.02,1114,24,3,41000.0,15000,2.73333333333333,1
1,0,5,51,53.7,14.65,331.15,31300.0,2.0,14.71,1084,100,11,50000.0,9600,5.20833333333333,0
